cat,template,type
Range Query,Cherry-pick regions in REGION situated within a X-kilometer range of LINE.,0
Range Query,Cherry-pick regions in REGION situated within a X-kilometer range of POINT.,0
Range Query,Cherry-pick regions in REGION situated within a X-kilometer range of REGION.,0
Range Query,Compile a list of all lines in LINE within a range of X kilometers from LINE.,0
Range Query,Compile a list of all lines in LINE within a range of X kilometers from POINT.,0
Range Query,Compile a list of all lines in LINE within a range of X kilometers from REGION.,0
Range Query,Compile a list of all lines within a X km radius of LINE in LINE.,1
Range Query,Compile a list of all lines within a X km radius of POINT in LINE.,1
Range Query,Compile a list of all lines within a X km radius of REGION in LINE.,1
Range Query,Compile a list of all points in POINT within a range of X kilometers from LINE.,0
Range Query,Compile a list of all points in POINT within a range of X kilometers from POINT.,0
Range Query,Compile a list of all points in POINT within a range of X kilometers from REGION.,0
Range Query,Compile a list of all points within a X km radius of LINE in POINT.,1
Range Query,Compile a list of all points within a X km radius of POINT in POINT.,1
Range Query,Compile a list of all points within a X km radius of REGION in POINT.,1
Range Query,Compile a list of all regions in REGION within a range of X kilometers from LINE.,0
Range Query,Compile a list of all regions in REGION within a range of X kilometers from POINT.,0
Range Query,Compile a list of all regions in REGION within a range of X kilometers from REGION.,0
Range Query,Compile a list of all regions within a X km radius of LINE in REGION.,1
Range Query,Compile a list of all regions within a X km radius of POINT in REGION.,1
Range Query,Compile a list of all regions within a X km radius of REGION in REGION.,1
Range Query,Could you tell me what LINE are there in LINE?,0
Range Query,Could you tell me what LINE are there in REGION?,0
Range Query,Could you tell me what LINE are there on LINE?,0
Range Query,Could you tell me what LINE are there on REGION?,0
Range Query,Could you tell me what POINT are there in REGION?,0
Range Query,Could you tell me what POINT are there on LINE?,0
Range Query,Could you tell me what POINT are there on REGION?,0
Range Query,Could you tell me what REGION are there in REGION?,0
Range Query,Could you tell me what REGION are there on LINE?,0
Range Query,Could you tell me what REGION are there on REGION?,0
Range Query,Delineate lines in LINE found within X kilometers from LINE.,0
Range Query,Delineate lines in LINE found within X kilometers from POINT.,0
Range Query,Delineate lines in LINE found within X kilometers from REGION.,0
Range Query,Delineate points in POINT found within X kilometers from LINE.,0
Range Query,Delineate points in POINT found within X kilometers from POINT.,0
Range Query,Delineate points in POINT found within X kilometers from REGION.,0
Range Query,Delineate regions in REGION found within X kilometers from LINE.,0
Range Query,Delineate regions in REGION found within X kilometers from POINT.,0
Range Query,Delineate regions in REGION found within X kilometers from REGION.,0
Range Query,Discover all LINE within a X-kilometer range of LINE.,0
Range Query,Discover all LINE within a X-kilometer range of POINT.,0
Range Query,Discover all LINE within a X-kilometer range of REGION.,0
Range Query,Discover all LINE within a X-meter radius of LINE.,0
Range Query,Discover all LINE within a X-meter radius of POINT.,0
Range Query,Discover all LINE within a X-meter radius of REGION.,0
Range Query,Discover all LINE within a X-mile radius of LINE.,0
Range Query,Discover all LINE within a X-mile radius of POINT.,0
Range Query,Discover all LINE within a X-mile radius of REGION.,0
Range Query,Discover all POINT within a X-kilometer range of LINE.,0
Range Query,Discover all POINT within a X-kilometer range of POINT.,0
Range Query,Discover all POINT within a X-kilometer range of REGION.,0
Range Query,Discover all POINT within a X-meter radius of LINE.,0
Range Query,Discover all POINT within a X-meter radius of POINT.,0
Range Query,Discover all POINT within a X-meter radius of REGION.,0
Range Query,Discover all POINT within a X-mile radius of LINE.,0
Range Query,Discover all POINT within a X-mile radius of POINT.,0
Range Query,Discover all POINT within a X-mile radius of REGION.,0
Range Query,Discover all REGION within a X-kilometer range of LINE.,0
Range Query,Discover all REGION within a X-kilometer range of POINT.,0
Range Query,Discover all REGION within a X-kilometer range of REGION.,0
Range Query,Discover all REGION within a X-meter radius of LINE.,0
Range Query,Discover all REGION within a X-meter radius of POINT.,0
Range Query,Discover all REGION within a X-meter radius of REGION.,0
Range Query,Discover all REGION within a X-mile radius of LINE.,0
Range Query,Discover all REGION within a X-mile radius of POINT.,0
Range Query,Discover all REGION within a X-mile radius of REGION.,0
Range Query,Discover lines in LINE found within X kilometers from LINE.,0
Range Query,Discover lines in LINE found within X kilometers from POINT.,0
Range Query,Discover lines in LINE found within X kilometers from REGION.,0
Range Query,Discover points in POINT found within X kilometers from LINE.,0
Range Query,Discover points in POINT found within X kilometers from POINT.,0
Range Query,Discover points in POINT found within X kilometers from REGION.,0
Range Query,Discover regions in REGION found within X kilometers from LINE.,0
Range Query,Discover regions in REGION found within X kilometers from POINT.,0
Range Query,Discover regions in REGION found within X kilometers from REGION.,0
Range Query,Display all LINE existing within a X-mile radius of LINE.,0
Range Query,Display all LINE existing within a X-mile radius of POINT.,0
Range Query,Display all LINE existing within a X-mile radius of REGION.,0
Range Query,Display all LINE found within a X-kilometer range of LINE.,0
Range Query,Display all LINE found within a X-kilometer range of POINT.,0
Range Query,Display all LINE found within a X-kilometer range of REGION.,0
Range Query,Display all POINT existing within a X-mile radius of LINE.,0
Range Query,Display all POINT existing within a X-mile radius of POINT.,0
Range Query,Display all POINT existing within a X-mile radius of REGION.,0
Range Query,Display all POINT found within a X-kilometer range of LINE.,0
Range Query,Display all POINT found within a X-kilometer range of POINT.,0
Range Query,Display all POINT found within a X-kilometer range of REGION.,0
Range Query,Display all REGION existing within a X-mile radius of LINE.,0
Range Query,Display all REGION existing within a X-mile radius of POINT.,0
Range Query,Display all REGION existing within a X-mile radius of REGION.,0
Range Query,Display all REGION found within a X-kilometer range of LINE.,0
Range Query,Display all REGION found within a X-kilometer range of POINT.,0
Range Query,Display all REGION found within a X-kilometer range of REGION.,0
Range Query,Enumerate all LINE within a range of X kilometers from LINE.,0
Range Query,Enumerate all LINE within a range of X kilometers from POINT.,0
Range Query,Enumerate all LINE within a range of X kilometers from REGION.,0
Range Query,Enumerate all LINE within a X-kilometer range of LINE.,0
Range Query,Enumerate all LINE within a X-kilometer range of POINT.,0
Range Query,Enumerate all LINE within a X-kilometer range of REGION.,0
Range Query,Enumerate all LINE within a X-meter radius of LINE.,0
Range Query,Enumerate all LINE within a X-meter radius of POINT.,0
Range Query,Enumerate all LINE within a X-meter radius of REGION.,0
Range Query,Enumerate all POINT within a range of X kilometers from LINE.,0
Range Query,Enumerate all POINT within a range of X kilometers from POINT.,0
Range Query,Enumerate all POINT within a range of X kilometers from REGION.,0
Range Query,Enumerate all POINT within a X-kilometer range of LINE.,0
Range Query,Enumerate all POINT within a X-kilometer range of POINT.,0
Range Query,Enumerate all POINT within a X-kilometer range of REGION.,0
Range Query,Enumerate all POINT within a X-meter radius of LINE.,0
Range Query,Enumerate all POINT within a X-meter radius of POINT.,0
Range Query,Enumerate all POINT within a X-meter radius of REGION.,0
Range Query,Enumerate all REGION within a range of X kilometers from LINE.,0
Range Query,Enumerate all REGION within a range of X kilometers from POINT.,0
Range Query,Enumerate all REGION within a range of X kilometers from REGION.,0
Range Query,Enumerate all REGION within a X-kilometer range of LINE.,0
Range Query,Enumerate all REGION within a X-kilometer range of POINT.,0
Range Query,Enumerate all REGION within a X-kilometer range of REGION.,0
Range Query,Enumerate all REGION within a X-meter radius of LINE.,0
Range Query,Enumerate all REGION within a X-meter radius of POINT.,0
Range Query,Enumerate all REGION within a X-meter radius of REGION.,0
Range Query,Explore all lines within a X km distance from LINE in LINE.,1
Range Query,Explore all lines within a X km distance from POINT in LINE.,1
Range Query,Explore all lines within a X km distance from REGION in LINE.,1
Range Query,Explore all points within a X km distance from LINE in POINT.,1
Range Query,Explore all points within a X km distance from POINT in POINT.,1
Range Query,Explore all points within a X km distance from REGION in POINT.,1
Range Query,Explore all regions within a X km distance from LINE in REGION.,1
Range Query,Explore all regions within a X km distance from POINT in REGION.,1
Range Query,Explore all regions within a X km distance from REGION in REGION.,1
Range Query,Find all LINE located on LINE.,0
Range Query,Find all LINE located on REGION.,0
Range Query,Find all LINE positioned within a X-kilometer radius of LINE.,0
Range Query,Find all LINE positioned within a X-kilometer radius of POINT.,0
Range Query,Find all LINE positioned within a X-kilometer radius of REGION.,0
Range Query,Find all LINE positioned within a X-kilometer range of LINE.,0
Range Query,Find all LINE positioned within a X-kilometer range of POINT.,0
Range Query,Find all LINE positioned within a X-kilometer range of REGION.,0
Range Query,Find all lines in LINE within a range of X kilometers from LINE.,0
Range Query,Find all lines in LINE within a range of X kilometers from POINT.,0
Range Query,Find all lines in LINE within a range of X kilometers from REGION.,0
Range Query,Find all lines within a X km distance from LINE in LINE.,1
Range Query,Find all lines within a X km distance from POINT in LINE.,1
Range Query,Find all lines within a X km distance from REGION in LINE.,1
Range Query,Find all POINT located on LINE.,0
Range Query,Find all POINT located on REGION.,0
Range Query,Find all POINT positioned within a X-kilometer radius of LINE.,0
Range Query,Find all POINT positioned within a X-kilometer radius of POINT.,0
Range Query,Find all POINT positioned within a X-kilometer radius of REGION.,0
Range Query,Find all POINT positioned within a X-kilometer range of LINE.,0
Range Query,Find all POINT positioned within a X-kilometer range of POINT.,0
Range Query,Find all POINT positioned within a X-kilometer range of REGION.,0
Range Query,Find all points in POINT within a range of X kilometers from LINE.,0
Range Query,Find all points in POINT within a range of X kilometers from POINT.,0
Range Query,Find all points in POINT within a range of X kilometers from REGION.,0
Range Query,Find all points within a X km distance from LINE in POINT.,1
Range Query,Find all points within a X km distance from POINT in POINT.,1
Range Query,Find all points within a X km distance from REGION in POINT.,1
Range Query,Find all REGION located on LINE.,0
Range Query,Find all REGION located on REGION.,0
Range Query,Find all REGION positioned within a X-kilometer radius of LINE.,0
Range Query,Find all REGION positioned within a X-kilometer radius of POINT.,0
Range Query,Find all REGION positioned within a X-kilometer radius of REGION.,0
Range Query,Find all REGION positioned within a X-kilometer range of LINE.,0
Range Query,Find all REGION positioned within a X-kilometer range of POINT.,0
Range Query,Find all REGION positioned within a X-kilometer range of REGION.,0
Range Query,Find all regions in REGION within a range of X kilometers from LINE.,0
Range Query,Find all regions in REGION within a range of X kilometers from POINT.,0
Range Query,Find all regions in REGION within a range of X kilometers from REGION.,0
Range Query,Find all regions within a X km distance from LINE in REGION.,1
Range Query,Find all regions within a X km distance from POINT in REGION.,1
Range Query,Find all regions within a X km distance from REGION in REGION.,1
