cat,query,relations,entities
Basic-direction Query,Which way is it from Malchow to RE4?,[],"['Malchow', 'RE4']"
Basic-direction Query,Could you guide me on the navigation route from B115: Jüterbog - Baruth to Charité-Krankenhaus?,[],"['B115: Jüterbog - Baruth', 'Charité-Krankenhaus']"
Basic-direction Query,"What's the basic heading to reach Turmstr. from Gartenstr. (Mitte, Wedding)?",[],"['Turmstr.', 'Gartenstr. (Mitte, Wedding)']"
Basic-direction Query,Determine the orientation Satzkorn - B273 to Krielow - Deetz.,[],"['Satzkorn - B273', 'Krielow - Deetz']"
Basic-direction Query,"Head toward B185 from (Am Teltowkanal, nördl. Ufer).",[],"['B185', '(Am Teltowkanal, nördl. Ufer)']"
Basic-direction Query,What is the azimuth from Giesensdorfer Str. to Bierpinsel?,[],"['Giesensdorfer Str.', 'Bierpinsel']"
Basic-direction Query,"In a general sense, what's the compass point when traveling from Stadtpark Steglitz to Drewensee?",[],"['Stadtpark Steglitz', 'Drewensee']"
Basic-direction Query,"How would I determine the compass heading from Hermsdorfer Damm to RE1,RB60?",[],"['Hermsdorfer Damm', 'RE1,RB60']"
Basic-direction Query,I'm planning a trip from Liepgarten to Wilmersdorfer Str.. What direction should I take?,[],"['Liepgarten', 'Wilmersdorfer Str.']"
Basic-direction Query,Can you assist with wayfinding from Müllerstr. (Wedding) to Jägertor?,[],"['Müllerstr. (Wedding)', 'Jägertor']"
Basic-direction Query,Can you guide me on the optimal orientation from (zum Tempelhofer Weg) to B122?,[],"['(zum Tempelhofer Weg)', 'B122']"
Basic-direction Query,Can you advise me on the best route from the Schloßallee to Gosch?,[],"['Schloßallee', 'Gosch']"
Basic-direction Query,How do I navigate the course from Trebuser Str. (Fürstenwalde) to Allee nach Glienicke (Potsdam)?,[],"['Trebuser Str. (Fürstenwalde)', 'Allee nach Glienicke (Potsdam)']"
Basic-direction Query,"How do I locate the best compass bearing from Ackerstr. (Mitte, Wedding) to Nippon?",[],"['Ackerstr. (Mitte, Wedding)', 'Nippon']"
Basic-direction Query,How do I find the correct compass point for the route from Wünsdorf-Waldstadt to Bismarcksfelder Str.?,[],"['Wünsdorf-Waldstadt', 'Bismarcksfelder Str.']"
Basic-direction Query,"If I start at Geraer Str., what would be the direction to Prenzlauer Allee?",[],"['Geraer Str.', 'Prenzlauer Allee']"
Basic-direction Query,Can you please guide me on the directional path to (B110) - Suckow from Oelsig?,[],"['(B110) - Suckow', 'Oelsig']"
Basic-direction Query,What is the course between Hennigsdorf and Prenzlauer Promenade?,[],"['Hennigsdorf', 'Prenzlauer Promenade']"
Basic-direction Query,What is the best course for traveling from Plaue to Dorfstr. (Malchow)?,[],"['Plaue', 'Dorfstr. (Malchow)']"
Basic-direction Query,Head in the direction of Ganglong line from Bad Saarow - Wendisch Rietz.,[],"['Ganglong line', 'Bad Saarow - Wendisch Rietz']"
Basic-direction Query,Can you provide wayfinding route details from Neue Kulmer Str. to Lessingstr. (Lichtenrade)?,[],"['Neue Kulmer Str.', 'Lessingstr. (Lichtenrade)']"
Basic-direction Query,Heading from Speck to Langhuan Road?,[],"['Speck', 'Langhuan Road']"
Basic-direction Query,"Could you please suggest the directional path from RE4,RB21 to Teplitzer Str.?",[],"['RE4,RB21', 'Teplitzer Str.']"
Basic-direction Query,How do I determine the compass direction from Ketzin - Uetz to Skales?,[],"['Ketzin - Uetz', 'Skales']"
Basic-direction Query,I'm looking for directions from Trebnitz (Mark) to Der Obersee.,[],"['Trebnitz (Mark)', 'Der Obersee']"
Basic-direction Query,Can you provide the compass heading between Wirtschaftswunder and Rudolf-Breitscheid-Str. (Eberswalde)?,[],"['Wirtschaftswunder', 'Rudolf-Breitscheid-Str. (Eberswalde)']"
Basic-direction Query,General route from Altlandsberg - Strausberg to Schulplatz (Potsdam)?,[],"['Altlandsberg - Strausberg', 'Schulplatz (Potsdam)']"
Basic-direction Query,Pathway from Biedenkopfer Str. to Xingxue Road?,[],"['Biedenkopfer Str.', 'Xingxue Road']"
Basic-direction Query,Can you give me directions from Koenigsallee to RB55?,[],"['Koenigsallee', 'RB55']"
Basic-direction Query,What is the compass heading from Marquardt to Waldbühne?,[],"['Marquardt', 'Waldbühne']"
Basic-direction Query,Bearing from Flughafenstr. to Seefeld.,[],"['Flughafenstr.', 'Seefeld']"
Basic-direction Query,Can you please advise me on the compass bearing from S25 to Melzow?,[],"['S25', 'Melzow']"
Basic-direction Query,What's the orientation when traveling from Website - Internet Café to An der Spandauer Brücke?,[],"['Website - Internet Café', 'An der Spandauer Brücke']"
Basic-direction Query,What is the compass point from Zalew Kamienski to Schlesischer Busch?,[],"['Zalew Kamienski', 'Schlesischer Busch']"
Basic-direction Query,I need to know the general direction from Ystader Str. to Litani.,[],"['Ystader Str.', 'Litani']"
Basic-direction Query,Can you provide directional instructions from Oderberger Str. to Siedenbrünzow - Loitz?,[],"['Oderberger Str.', 'Siedenbrünzow - Loitz']"
Basic-direction Query,Navigation from Verl. Waldowallee to Alarichplatz?,[],"['Verl. Waldowallee', 'Alarichplatz']"
Basic-direction Query,What is the way to follow from Kettinger Str. to Kurt-Schumacher-Damm?,[],"['Kettinger Str.', 'Kurt-Schumacher-Damm']"
Basic-direction Query,"Generally, how do I head towards zoogarten from B166?",[],"['zoogarten', 'B166']"
Basic-direction Query,Direct me from Rotherstr. to Planitzstr..,[],"['Rotherstr.', 'Planitzstr.']"
Basic-direction Query,Orientation from Heinrich-Mann-Allee (Potsdam) to (S-Bahnbrücke Wartenberg).,[],"['Heinrich-Mann-Allee (Potsdam)', '(S-Bahnbrücke Wartenberg)']"
Basic-direction Query,What's the compass bearing between Mettmannplatz and B110: Rostock - Gnoien?,[],"['Mettmannplatz', 'B110: Rostock - Gnoien']"
Basic-direction Query,Can you please guide me on the directional path to Pantry from Heinrich-Grüber-Str.?,[],"['Pantry', 'Heinrich-Grüber-Str.']"
Basic-direction Query,Salzhof to Olympiastadion pathway.,[],"['Salzhof', 'Olympiastadion']"
Basic-direction Query,Any guidance on wayfinding from Abendmahl to Bunsenstr.?,[],"['Abendmahl', 'Bunsenstr.']"
Basic-direction Query,What is the orientation when traveling from Hönower Weg (Dahlwitz-Hoppegarten) to Straße am Schaltwerk?,[],"['Hönower Weg (Dahlwitz-Hoppegarten)', 'Straße am Schaltwerk']"
Basic-direction Query,What is the direction if I travel from Gormannstr. to Alt-Heiligensee?,[],"['Gormannstr.', 'Alt-Heiligensee']"
Basic-direction Query,How would you generally chart the course bearing from Zeltinger Platz to RB49?,[],"['Zeltinger Platz', 'RB49']"
Basic-direction Query,I need to find the direction from Fabeckstr. to Yard.,[],"['Fabeckstr.', 'Yard']"
Basic-direction Query,How do I navigate from Brandenburger Tor to Oranienburger Chaussee?,[],"['Brandenburger Tor', 'Oranienburger Chaussee']"
Basic-direction Query,How would you generally chart the course bearing from Templin - Boitzenburg to RB36?,[],"['Templin - Boitzenburg', 'RB36']"
Basic-direction Query,How would you describe the overall route map from Großer Lychensee to CineStar 3-D-IMAX Potsdamer Platz?,[],"['Großer Lychensee', 'CineStar 3-D-IMAX Potsdamer Platz']"
Basic-direction Query,What is the charted course from (zum Elsengrund) to Pritzier?,[],"['(zum Elsengrund)', 'Pritzier']"
Basic-direction Query,General route from Wintersteinstr. to RB35?,[],"['Wintersteinstr.', 'RB35']"
Basic-direction Query,Follow the route from Marzahner Chaussee to Andrea & Carlo.,[],"['Marzahner Chaussee', 'Andrea & Carlo']"
Basic-direction Query,How do I determine the directional heading from Nangao North Road to Buckow (b Beeskow)?,[],"['Nangao North Road', 'Buckow (b Beeskow)']"
Basic-direction Query,What's the approximate directional heading from Lutherstr. (Hessenwinkel) to Fähre nach Lindwerder?,[],"['Lutherstr. (Hessenwinkel)', 'Fähre nach Lindwerder']"
Basic-direction Query,Can you provide route guidance from Havelchaussee to Heilbronner Str. (Wilmersdorf)?,[],"['Havelchaussee', 'Heilbronner Str. (Wilmersdorf)']"
Basic-direction Query,What is the direction if I travel from Wildenbruch - Michendorf to Falkenwalde|Uckermark?,[],"['Wildenbruch - Michendorf', 'Falkenwalde|Uckermark']"
Basic-direction Query,How do I determine the compass direction for the route between Yongfeng Avenue and Töpchiner Weg?,[],"['Yongfeng Avenue', 'Töpchiner Weg']"
Basic-direction Query,Route assistance from Görs to Fenghuang South Road?,[],"['Görs', 'Fenghuang South Road']"
Basic-direction Query,How do I chart the course from Dianjiangtai Road to Bredenfelde - Dewitz?,[],"['Dianjiangtai Road', 'Bredenfelde - Dewitz']"
Basic-direction Query,How do I find the waypoints for the journey from Zionskirche to Löhleinstr.?,[],"['Zionskirche', 'Löhleinstr.']"
Basic-direction Query,Can you provide an overall compass heading from Liangjiang North Road to Blandikow?,[],"['Liangjiang North Road', 'Blandikow']"
Basic-direction Query,Can you provide the route map details from Alt-Kladow to Hennigsdorf?,[],"['Alt-Kladow', 'Hennigsdorf']"
Basic-direction Query,What's the approximate direction between Astor and Sieversufer?,[],"['Astor', 'Sieversufer']"
Basic-direction Query,How do I find the waypoints for the journey from Gaoke 3rd road to Friedrichshagener Str. (Schöneiche)?,[],"['Gaoke 3rd road', 'Friedrichshagener Str. (Schöneiche)']"
Basic-direction Query,"Navigate from Bergmannstr. (Kreuzberg) to RE1,RB49.",[],"['Bergmannstr. (Kreuzberg)', 'RE1,RB49']"
Basic-direction Query,What's the broad compass point when traveling from Luhme - Diemitz to Neudecker Weg?,[],"['Luhme - Diemitz', 'Neudecker Weg']"
Basic-direction Query,"In a general sense, what's the travel direction from Café Swing to Hohenziatz?",[],"['Café Swing', 'Hohenziatz']"
Basic-direction Query,Could you provide assistance on finding the direction from Außenweg to Teupitz - Märkisch Buchholz?,[],"['Außenweg', 'Teupitz - Märkisch Buchholz']"
Basic-direction Query,How would you navigate the general way from Walfisch to Rembrandtstr. (Friedenau)?,[],"['Walfisch', 'Rembrandtstr. (Friedenau)']"
Basic-direction Query,What's the broad compass heading from Melbourne to Museum für Verkehr und Technik?,[],"['Melbourne', 'Museum für Verkehr und Technik']"
Basic-direction Query,Can you provide the directional path from Usti|nad Labem to Postmuseum?,[],"['Usti|nad Labem', 'Postmuseum']"
Basic-direction Query,What is the suggested travel direction from Invalidenstr. to Apollofalterallee?,[],"['Invalidenstr.', 'Apollofalterallee']"
Basic-direction Query,Tell me the direction from Insel to Rosa-Luxemburg-Str. (Frankfurt).,[],"['Insel', 'Rosa-Luxemburg-Str. (Frankfurt)']"
Basic-direction Query,Can you provide a general sense of the compass heading from Wiesenau to Warnitz - Blankenburg?,[],"['Wiesenau', 'Warnitz - Blankenburg']"
Basic-direction Query,What's the heading from Wilmersdorf to Geschwister-Scholl-Str. (Potsdam)?,[],"['Wilmersdorf', 'Geschwister-Scholl-Str. (Potsdam)']"
Basic-direction Query,Can you provide an overall compass heading from (am Havellandkanal) to Spreeweg?,[],"['(am Havellandkanal)', 'Spreeweg']"
Basic-direction Query,Can you provide a rough directional bearing between Märkische Allee -- Landsberger Allee and B112: Manschnow - Lebus - Frankfurt?,[],"['Märkische Allee -- Landsberger Allee', 'B112: Manschnow - Lebus - Frankfurt']"
Basic-direction Query,I need to know the general direction from Admiralstr. to Eissporthalle.,[],"['Admiralstr.', 'Eissporthalle']"
Basic-direction Query,What's the compass bearing between Potsdamer Str. (Zehlendorf) and Maxstr. (Wedding)?,[],"['Potsdamer Str. (Zehlendorf)', 'Maxstr. (Wedding)']"
Basic-direction Query,What is the heading from (Uferweg) to Halenseestr.?,[],"['(Uferweg)', 'Halenseestr.']"
Basic-direction Query,What's the general heading to reach Wollin - Görzke mall from Xinzhuang Road?,[],"['Wollin - Görzke', 'Xinzhuang Road']"
Basic-direction Query,Can you advise me on the best route from the (Zinnowitz) to Dingshan Street?,[],"['(Zinnowitz)', 'Dingshan Street']"
Basic-direction Query,I'm planning a trip from Johanniterstr. to Alt-Tegel. What direction should I take?,[],"['Johanniterstr.', 'Alt-Tegel']"
Basic-direction Query,Could you please suggest the compass direction from Köpenicker Allee to B101: Berlin - Jüterbog?,[],"['Köpenicker Allee', 'B101: Berlin - Jüterbog']"
Basic-direction Query,I need to know the general direction from Schloß Charlottenburg to Cosmarweg.,[],"['Schloß Charlottenburg', 'Cosmarweg']"
Basic-direction Query,What direction should I head in to travel from westl. von Wörlitz to Tempelhofer Ufer?,[],"['westl. von Wörlitz', 'Tempelhofer Ufer']"
Basic-direction Query,Course bearing from Zieko to Kuhblank.,[],"['Zieko', 'Kuhblank']"
Basic-direction Query,Could you give me the directional bearing between Wuhletal and Xingdao Street?,[],"['Wuhletal', 'Xingdao Street']"
Basic-direction Query,What's the heading from Herzfelde - Erkner to Pergamonmuseum?,[],"['Herzfelde - Erkner', 'Pergamonmuseum']"
Basic-direction Query,How would you describe the overall navigation route from Laifeng Street to Finkenkrug?,[],"['Laifeng Street', 'Finkenkrug']"
Basic-direction Query,Map the direction from Mehrower Allee to B156.,[],"['Mehrower Allee', 'B156']"
Basic-direction Query,Course bearing from Bergmannstr. (Kreuzberg) to Ciao Ciao.,[],"['Bergmannstr. (Kreuzberg)', 'Ciao Ciao']"
Basic-direction Query,What is the compass point when traveling from Großer Binnensee to Panyang Road?,[],"['Großer Binnensee', 'Panyang Road']"
Basic-direction Query,What's the orientation from Ganglong line to Garz|(Rügen)?,[],"['Ganglong line', 'Garz|(Rügen)']"
Basic-direction Query,What's the general direction between Changwei Street and Moritzstr. (Spandau)?,[],"['Changwei Street', 'Moritzstr. (Spandau)']"
Basic-direction Query,What's the approximate direction to find the way from Abtei Zenner to Michaelkirchplatz?,[],"['Abtei Zenner', 'Michaelkirchplatz']"
Basic-direction Query,What is the ideal pathway from Longqi line to Heinersdorfer Str. (Lichterfelde)?,[],"['Longqi line', 'Heinersdorfer Str. (Lichterfelde)']"
Basic-direction Query,Can you provide the orientation from Alexanderplatz (U5/U8) to Gedenkstätte Plötzensee?,[],"['Alexanderplatz (U5/U8)', 'Gedenkstätte Plötzensee']"
Basic-direction Query,Give me the direction from Eberswalder Str. to Maying Road.,[],"['Eberswalder Str.', 'Maying Road']"
Basic-direction Query,What's the heading from Weinmeisterhornweg to Hennickendorf - Rehfelde?,[],"['Weinmeisterhornweg', 'Hennickendorf - Rehfelde']"
Basic-direction Query,Navigate from Orankestrand to Am Schillertheater. Show me the way.,[],"['Orankestrand', 'Am Schillertheater']"
Basic-direction Query,"What's the approximate directional heading from Drebkau to Auguste-Viktoria-Str. (Grunewald, Schmargendorf)?",[],"['Drebkau', 'Auguste-Viktoria-Str. (Grunewald, Schmargendorf)']"
Basic-direction Query,How do I plan the route between DuXing Road and Albrechtstr. (Steglitz)?,[],"['DuXing Road', 'Albrechtstr. (Steglitz)']"
Basic-direction Query,Can you give a sense of directional route from Foyer to Nordgraben?,[],"['Foyer', 'Nordgraben']"
Basic-direction Query,Can you give a sense of the directional heading from Groß Dölln to Buschallee?,[],"['Groß Dölln', 'Buschallee']"
Basic-direction Query,Can you guide me on the recommended orientation for Gonglei Lane to Katschow?,[],"['Gonglei Lane', 'Katschow']"
Basic-direction Query,Could you provide advice on the route from Sowohlalsauch to Hammer - Liebenthal?,[],"['Sowohlalsauch', 'Hammer - Liebenthal']"
Basic-direction Query,What's the broad compass heading when traveling from Kudamm-Karree to Hotel Imperial - Brasserie Vintage?,[],"['Kudamm-Karree', 'Hotel Imperial - Brasserie Vintage']"
Basic-direction Query,What's the approximate bearing between Spatenweg and Ribbeck?,[],"['Spatenweg', 'Ribbeck']"
Basic-direction Query,Can you provide wayfinding route details from Orankeweg to Bodestr.?,[],"['Orankeweg', 'Bodestr.']"
Basic-direction Query,Can you provide an overall orientation from Fehrbellin - Herzberg to Rominter Allee?,[],"['Fehrbellin - Herzberg', 'Rominter Allee']"
Basic-direction Query,What's the compass point from Porst (Köthen) to Blankenburg - Quast?,[],"['Porst (Köthen)', 'Blankenburg - Quast']"
Basic-direction Query,Can you give a sense of the directional heading from Ritterstr. (Brandenburg) to Nuhnenstr. (Frankfurt)?,[],"['Ritterstr. (Brandenburg)', 'Nuhnenstr. (Frankfurt)']"
